,lat,lon,x,y,z,slip,rake,easting_utm48,northing_utm48,depth_km,strike,dip,strike_slip,dip_slip
28,32.211,104.73200000000001,142.909,148.579,10.31,0.0,149.7,474744.0701961178,3563855.3262795606,10.79,224,55,0.0,0.0
29,32.146,104.65899999999999,136.012,141.421,10.31,0.0,112.3,467841.7878926064,3556669.796403212,10.79,224,55,0.0,0.0
30,32.082,104.586,129.106,134.279,10.31,0.4,143.8,460930.18033474963,3549599.8049723287,10.79,224,55,0.32278412485752084,0.23624226704797013
31,32.016999999999996,104.512,122.095,127.141,10.31,0.0,150.8,453914.05273789493,3542424.0713614775,10.79,224,55,0.0,0.0
32,31.951999999999998,104.439,115.169,119.99700000000001,10.31,3.6,110.0,446982.58911955595,3535252.6368455817,10.79,224,55,1.2312725159724074,3.3828934348292705
33,31.886999999999997,104.365,108.139,112.869,10.31,2.8,113.5,439946.8647938506,3528086.4013783606,10.79,224,55,1.1164973929906892,2.567768208278347
34,31.823,104.292,101.194,105.74600000000001,10.31,0.8,133.3,432996.703270458,3521035.148490588,10.79,224,55,0.5486546823419011,0.5822182061257685
35,31.758000000000003,104.21799999999999,94.14399999999999,98.616,10.31,0.0,176.5,425941.540982829,3513878.345536707,10.79,224,55,0.0,0.0
36,32.29,104.789,148.29399999999998,157.31799999999998,13.59,0.4,159.0,480132.8878645781,3572600.284149352,14.07,224,55,0.37343217059888073,0.1433471798181201
37,32.225,104.715,141.313,150.167,13.59,0.0,115.8,473146.1248467758,3565411.3035894395,14.07,224,55,0.0,0.0
38,32.161,104.64200000000001,134.415,143.02100000000002,13.59,0.0,134.5,466244.11262774287,3558337.6912261886,14.07,224,55,0.0,0.0
39,32.096,104.568,127.414,135.869,13.59,0.4,120.5,459237.69455736654,3551158.3016121387,14.07,224,55,0.2030153451842817,0.3446516641766103
40,32.031,104.495,120.49799999999999,128.733,13.59,0.0,161.3,452315.8347258007,3543983.2742791763,14.07,224,55,0.0,0.0
41,31.967,104.421,113.477,121.601,13.59,0.0,143.8,445290.36437149264,3536924.256953015,14.07,224,55,0.0,0.0
42,31.901999999999997,104.348,106.542,114.463,13.59,3.2,110.0,438349.10965500056,3529758.597389296,14.07,224,55,1.09446445864214,3.0070163865149073
